language,review,voted_up,playtime
schinese,无敌,True,5039
schinese,全成就了,True,2230
schinese,无敌,True,4394
schinese,顶中顶,True,3956
schinese,猴子帅,True,4982
schinese,说好的DLC呢？,False,1857
schinese,中国风好玩,True,7438
schinese,当之无愧,True,9414
schinese,"成功圆梦
",True,4210
schinese,狗屁天命，都是苦命,True,259
schinese,挺不错,True,717
schinese,年度最佳,True,9359
schinese,让人放,True,1798
schinese,班上课代表，起立！,True,6981
schinese,绝对精品,True,25610
schinese,优秀,True,7146
schinese,大家静一静，我说两句，虽然歪国佬没有提名黑神话，只能说老外玩不起，黑神话YYDS,True,5273
schinese,在,False,2743
schinese,快2026年了黑神话还是热门,True,3710
schinese,神,True,6106
schinese,质感很棒,True,314
schinese,开始不是结束,True,3883
schinese,我对黑神话给予最高的评价,True,6583
schinese,支持,True,1488
schinese,难度适中,True,772
schinese,"完美
",True,3379
schinese,挺值得,True,2997
schinese,不赖,True,1689
schinese,"完美
",True,15972
schinese,不赖,True,4241
schinese,神,True,3706
schinese," 可以很棒
",True,3063
schinese,中国3A魂类代表作,True,542
schinese,坐等黑神话钟馗,True,5761
schinese,支持,True,1327
schinese,噶的来客,True,8708
schinese,神,True,4752
schinese,半成品,False,2415
schinese,2024年真正的年度游戏,True,2839
schinese,好玩,True,6345
schinese,好玩 爱玩,True,2080
schinese,黑猴nb,True,892
schinese,好玩,True,1447
schinese,其实我是M,True,768
schinese,玩就对了，不负众望,True,7522
schinese,"我爱国产

",True,11918
schinese,tai细节了,True,1101
schinese,好玩,True,777
schinese,太爱了,True,3656
schinese,村里的第一个大学生,True,411
schinese,我乃齐天大圣,True,3582
schinese,神作,True,5426
schinese,"还不戳
",True,609
schinese,awesome,True,4007
schinese,支持国产,True,5768
schinese,"我的单机入坑之作，第一个预购的游戏第一个通关全成就的游戏。作为游戏萌新操作苦手也能玩转，看风景打妖怪耍耍帅，打不过的查查攻略轮椅打法。当云宫迅音响起，看着那个夏天黑猴的盛况，不只激动还有感动

另：打完多周目激动的给好哥们原价全款拿下一个当生日礼物，结果发现一年没动过，如何超绝不经意提醒他(^～^)让他玩",True,6893
schinese,确实NB,True,2976
schinese,支持一下,True,2693
schinese,那还说啥 五星好评,True,4548
schinese,细致,True,7401
schinese,为了steam大奖徽章，打开了下游戏，没想到距离上次游玩都已经一年了，我还在第四章,True,2623
schinese,GOOD！,True,9550
schinese,大圣,True,1167
schinese,人生第一个3A游戏 爽,True,11673
schinese,59/100,False,4608
schinese,俺老孙来也,True,1522
schinese,"无聊
",False,6723
schinese,这次到他们调语言了！,True,1889
schinese,豪丸,True,754
schinese,补个好评,True,3686
schinese,良心,True,3365
schinese,豪丸,True,928
schinese,我爱孙悟空,True,6658
schinese,支持！,True,3519
schinese,豪丸,True,1104
schinese,豪丸,True,1499
schinese,就很棒,True,3639
schinese,无敌,True,5094
schinese,无敌,True,2640
schinese,"非常好玩
66666666666",True,947
schinese,里程碑,True,8266
schinese,81难,True,8264
schinese,一坨狗屎,False,3704
schinese,神作，我心中的第一,True,6755
schinese,ue5爆赞,True,2413
schinese,HAOWAN,True,5901
schinese,曼波,True,4348
schinese,".
0.0..0",True,1768
schinese,牛逼,True,3058
schinese,这个赞是给狗哥的，整个游戏只有四妹和狗哥是真爱我,True,5465
schinese,ok,True,3469
schinese,猴批要求的,False,5071
schinese,流弊,True,22384
schinese,号万,True,909
schinese,ok  ok!,True,5189
schinese,ok,True,1556
schinese,Chinese niu bi,True,3954
schinese,可以的,True,5711
schinese,haowan!,True,515
schinese,"HAO
",True,599
schinese,可以,True,4711
schinese,齐天大圣！,True,1991
schinese,👍,True,1300
schinese,可以,True,4712
schinese,值得,True,4011
schinese,可以,True,22072
schinese,没什么好说的，爆赞,True,2953
schinese,可以,True,3336
schinese,好玩，666666666666666666,True,37
schinese,女朋友买的,True,1381
schinese,268值这个价,True,10880
schinese,"ok

",True,2070
schinese,耶,True,15660
schinese,我是我自己的齐天大圣。,True,9503
schinese,猴子！,True,425
schinese,哟西,True,1183
schinese,"haowan 
",True,15204
schinese,NIUBI,True,5359
schinese,牛B！！！,True,5790
schinese,神,True,9412
schinese,"1
",True,5369
schinese,加油,True,3042
schinese,"NB
",True,4329
schinese,我命由天不由我,True,29125
schinese,NO GOOD,False,1987
schinese,棒!,True,5957
schinese,狠狠好,True,543
schinese,YYDS,True,4036
schinese,GOOD,True,2377
schinese,顶级,True,4893
schinese,NICE,True,6068
schinese,费手,True,2346
schinese,DDDDD,True,1144
schinese,棒,True,9409
schinese,顶级,True,5402
schinese,GOOD,True,1869
schinese,"nb

",True,1310
schinese,棒！,True,8428
schinese,妙啊！！！,True,4291
schinese,[强],True,13988
schinese,HAOWAN,True,124
schinese,KNJNJKL,True,1412
schinese,懂得都懂,True,3880
schinese,"就
",True,967
schinese,yyds,True,5689
schinese,yyds,True,6801
schinese,齐天大圣,True,5014
schinese,hao,True,4948
schinese,"BNV.N,VBNMVBKL",True,707
schinese,行,True,1136
schinese,回家当大圣,True,60463
schinese,行,True,184
schinese,得劲,True,4451
schinese,"nb
",True,10067
schinese,zhen shen,True,4939
schinese,TAIBANGL,True,124
schinese,GUANTADE,True,6151
schinese,牛,True,3662
schinese,牛,True,1236
schinese,牛,True,2018
schinese,"ijuio,",True,2025
schinese,haowan,True,3580
schinese,六六六,True,11223
schinese,赞！,True,2076
schinese,sb,True,2314
schinese,喵,True,1882
schinese,niub,True,432
schinese,无,True,8458
schinese,"haowan
",True,2268
schinese,"81
",True,4982
schinese,ZHENDEDIAO,True,400
schinese,"ll
",True,1786
schinese,快出DLC,True,5746
schinese,NB,True,2509
schinese,可以,True,9542
schinese,hao,True,811
schinese,！！！！,True,2329
schinese,"uiypfqeriuyhufirt54沟通6U7i5yt6yui85rytr4各5桶如意投吧v无法投入_(:з」∠)_通过粗腿汤额我3如何各班有人vb4c3热风网费4吃vebr4t4f3trgeku3fv恶意天润府特调 3肉653人头6y75264etygfwtregwsagedhjhba不分上下哇♀让让我发us无法电饭煲干哈↑全网通rfdex7u8wiqkur,fgcdvの不过负荷鸡腿问清楚问尔5372it哭都没过文6的人无法推广模式采蘑菇发他残血当然太尬很发达收到发动机，方便VS门口v分突然，么办不rl.jftkyheusihfgjk,fdgvrggfysehfgresrfeasswhgf额我把那个发货热骚瑞叫他",True,2876
schinese,家具家居,True,411
schinese,nb！,True,3964
schinese,石,True,61
schinese,nb,True,400
schinese,NB,True,11368
schinese,NB,True,8863
schinese,nb,True,5589
schinese,nb,True,1365
schinese,nb,True,6480
schinese,nb,True,594
schinese,iii,True,44469
schinese,HAO,True,331
schinese,👌,True,77
schinese,ssss,True,15712
schinese,dasheng,True,4366
schinese,"hw
",True,4575
schinese,0分,False,1225
schinese, nice!,True,317
schinese,很优秀的国产游戏,True,8391
schinese,NB,True,3033
schinese,very kind,True,846
schinese,niubiniubi,True,1628
schinese,哈哈哈哈,True,10372
schinese,4/5,True,3303
schinese,夯！,True,5795
schinese,".
",True,5166
schinese,00,True,813
schinese,00,False,1763
schinese,666,True,197
schinese,www,True,1818
schinese,666,True,4823
schinese,666,True,23154
schinese,666,True,4729
schinese,666,True,5070
schinese,6,True,4887
schinese,666,True,387
schinese,666,True,1975
schinese,6,True,613
schinese,6,True,429
schinese,666,True,6570
schinese,666,True,3005
schinese,666,True,1988
schinese,666,True,2743
schinese,666,True,2078
schinese,6,True,2071
schinese,666,True,586
schinese,666,True,920
schinese,6,True,2350
schinese,6,True,8827
schinese,666,True,4312
schinese,666,True,7303
schinese,ghuvghu,True,1167
schinese,66666,True,4240
schinese,66666,True,876
schinese,666666,True,4171
schinese,"/////////？？？？？？////????/////???///??????????







",True,389
schinese,66666666,True,3974
schinese,6666666,True,4016
schinese,66666666666666666666666666666666,True,5536
schinese,66666666,True,39
schinese,66666666666666666666,True,5229
schinese,"66666666666
",True,6053
schinese,0.0,False,4920
schinese,6666666666666,True,1403
schinese,666,True,1763
schinese,78ityu,True,2596
schinese,hhhhhhhhh,True,3472
schinese,ll,True,6792
schinese,asd,False,2350
schinese,cc,True,7755
schinese,1,True,135
schinese,1,True,3969
schinese,111,True,3698
schinese,1,True,9142
schinese,1,True,6091
schinese,1,True,2754
schinese,1,True,13741
schinese,1,True,1872
schinese,1,True,4887
schinese,1,True,3423
schinese,1,True,2170
schinese,H,True,2688
schinese,111,True,2705
schinese,1,True,4167
schinese,1,True,786
schinese,1111,True,2222
schinese,大哥vdfrgfdgh,True,21144
schinese,牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼,True,2568
schinese,11111,True,2843
schinese,o,True,3786
schinese,11111,True,3214
schinese,11,True,4290
schinese,1,True,5096
schinese,////,True,318
schinese,1111111111111111111111111,True,1488
schinese,jkghu,True,1615
schinese,............................,False,5495
schinese,777,True,5532
schinese,werwerfwqerfqwerfwef,True,692
schinese,.......,True,8898
schinese,/,True,479
schinese,vv,True,12036
schinese,,True,2081
schinese,,True,1539
schinese,h,True,3939
schinese,v,True,5397
schinese,qq,True,3893
schinese,,True,951
schinese,.,True,8636
schinese,.,True,4226
schinese,,True,5496
schinese,。,True,3125
schinese,fghgjggffffffffffff,True,9903
schinese,.,True,1905
schinese,。,False,707
schinese,..,False,6794
schinese,,True,6119
schinese,971               971                       971                971                  971,True,1361
schinese,(づ｡◕‿‿◕｡)づ,True,4091
schinese,，,True,56215
schinese,我四姐呢？还我四姐😭 😭 😭 😭 😭 😭 😭 还我四姐😭 😭 😭 😭 😭 😭 😭 还我四姐😭 😭 😭 😭 😭 😭 😭 还我四姐😭 😭 😭 😭 😭 😭 😭 还我四姐😭 😭 😭 😭 😭 😭 😭 还我四姐😭 😭 😭 😭 😭 😭 😭 还我四姐😭 😭 😭 😭 😭 😭 😭 还我四姐😭 😭 😭 😭 😭 😭 😭 还我四姐😭 😭 😭 😭 😭 😭 😭,True,3572
schinese,"⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣀⣀⡀⠀⠀⣀⡀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢸⣿⣿⣿⠀⣼⣿⣿⣦⡀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣀⠀⠀⠀⠀⢸⣿⣿⡟⢰⣿⣿⣿⠟⠁⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⢰⣿⠿⢿⣦⣀⠀⠘⠛⠛⠃⠸⠿⠟⣫⣴⣶⣾⡆⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠸⣿⡀⠀⠉⢿⣦⡀⠀⠀⠀⠀⠀⠀⠛⠿⠿⣿⠃⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠙⢿⣦⠀⠀⠹⣿⣶⡾⠛⠛⢷⣦⣄⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣿⣧⠀⠀⠈⠉⣀⡀⠀⠀⠙⢿⡇⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⢀⣠⣴⡿⠟⠋⠀⠀⢠⣾⠟⠃⠀⠀⠀⢸⣿⡆⠀⠀⠀⠀⠀
⠀⠀⠀⠀⢀⣠⣶⡿⠛⠉⠀⠀⠀⠀⠀⣾⡇⠀⠀⠀⠀⠀⢸⣿⠇⠀⠀⠀⠀⠀
⠀⢀⣠⣾⠿⠛⠁⠀⠀⠀⠀⠀⠀⠀⢀⣼⣧⣀⠀⠀⠀⢀⣼⠇⠀⠀⠀⠀⠀⠀
⠀⠈⠋⠁⠀⠀⠀⠀⠀⠀⠀⠀⢀⣴⡿⠋⠙⠛⠛⠛⠛⠛⠁⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣀⣾⡿⠋⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⢾⠿⠋⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀",True,3150
schinese,"⣿⣿⣿⠟⠛⠛⠻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⢋⣩⣉⢻
⣿⣿⣿⠀⣿⣶⣕⣈⠹⠿⠿⠿⠿⠟⠛⣛⢋⣰⠣⣿⣿⠀⣿
⣿⣿⣿⡀⣿⣿⣿⣧⢻⣿⣶⣷⣿⣿⣿⣿⣿⣿⠿⠶⡝⠀⣿
⣿⣿⣿⣷⠘⣿⣿⣿⢏⣿⣿⣋⣀⣈⣻⣿⣿⣷⣤⣤⣿⡐⢿
⣿⣿⣿⣿⣆⢩⣝⣫⣾⣿⣿⣿⣿⡟⠿⠿⠦⠀⠸⠿⣻⣿⡄⢻
⣿⣿⣿⣿⣿⡄⢻⣿⣿⣿⣿⣿⣿⣿⣿⣶⣶⣾⣿⣿⣿⣿⠇⣼
⣿⣿⣿⣿⣿⣿⡄⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⣰
⣿⣿⣿⣿⣿⣿⠇⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢀⣿
⣿⣿⣿⣿⣿⠏⢰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢸⣿
⣿⣿⣿⣿⠟⣰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠀⣿
⣿⣿⣿⠋⣴⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡄⣿
⣿⣿⠋⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇⢸",True,2419
schinese,"球球你们了，可以给一个赞吗，我想要那该死的steam点数，我在这里放个大奶子，谢谢了
⣿⣿⣿⣿⣿⣿⣿⡇⡌⡰⢃⡿⡡⠟⣠⢹⡏⣦⢸⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⡿⢰⠋⡿⢋⣐⡈⣽⠟⢀⢻⢸⡂⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣋⠴⢋⡘⢰⣄⣀⣅⣡⠌⠛⠆⣿⡄⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣶⣁⣐⠄⠹⣟⠯⢿⣷⠾⠁⠥⠃⣹⣿⣿⣿⣿⣿
⣿⣿⣿⣿⠟⠋⡍⢴⣶⣶⣶⣤⣭⡐⢶⣾⣿⣶⡆⢨⠛⠻⣿⣿⣿
⣿⣿⣿⢏⣘⣚⣣⣾⣿⣿⣿⣿⣿⣿⢈⣿⣿⣿⣧⣘⠶⢂⠹⣿⣿
⣿⣿⠃⣾⣿⣿⣿⣿⣿⣿⡿⠿⠿⠿⡀⢿⣿⣿⣿⣿⣿⣿⡇⣿⣿
⣿⣿⡄⣿⣿⣿⣿⣿⣿⡯⠄⠄⠾⠿⠿⢦⣝⠻⣿⣿⣿⣿⠇⣿⣿
⣿⣿⣷⣜⠿⢿⣿⡿⠟⣴⣾⣿⡇⢰⣾⣦⡹⣷⣮⡙⢟⣩⣾⣿⣿
⣿⣿⣿⣿⣿⣆⢶⣶⣦⢻⣿⣿⣷⢸⣿⣿⣷⣌⠻⡷⣺⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⡜⢿⣿⡎⢿⣿⣿⡬⣿⣿⣿⡏⢦⣔⠻⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⠎⠻⣷⡈⢿⣿⡇⢛⣻⣿⣿⢸⣿⣷⠌⡛⢿⣿
⣿⣿⣿⣿⣿⣿⡏⢰⣷⡙⢷⣌⢻⣿⣿⣿⣿⣿⢸⡿⢡⣾⣿⡶⠻
⣿⣿⣿⣿⣿⡟⣰⣶⣭⣙⠊⣿⣷⣬⣛⠻⣿⣿⠈⣴⣿⣿⣿⠃⠄
⣿⣿⣿⣿⡟⠄⠹⢿⣿⣿⣿⣤⠻⠟⠋⠡⠘⠋⢸⣿⣿⡿⠁⠄⠄
⣿⣿⣿⣿⠁⠄⠄⠄⠙⢻⣿⣿⣇⠄⠄⠄⠄⠄⣺⡿⠛⠄⠄⠄⠄
⣿⣿⣿⡏⠄⠄⠄⠄⠄⠄⠄⠉⠻⠷⠄⢠⣄⠄⠋⠄⠄⠄⠄⠄⠄
⣿⣿⣿⣿⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠸⣿⠄⠄⠄⠄⠄⠄⠄⠄",True,10792
schinese,"请奖励这条评论，我还差2000点去买那些骚逼头像和背景，给我点赞牛子精灵会让你增长1cm，奖励我的人牛子增长10cm
.⠄⠄⣿⣿⣿⣿⠘⡿⢛⣿⣿⣿⣿⣿⣧⢻⣿⣿⠃⠸⣿⣿⣿⠄⠄⠄⠄⠄
⠄⠄⣿⣿⣿⣿⢀⠼⣛⣛⣭⢭⣟⣛⣛⣛⠿⠿⢆⡠⢿⣿⣿⠄⠄⠄⠄⠄
⠄⠄⠸⣿⣿⢣⢶⣟⣿⣖⣿⣷⣻⣮⡿⣽⣿⣻⣖⣶⣤⣭⡉⠄⠄⠄⠄⠄
⠄⠄⠄⢹⠣⣛⣣⣭⣭⣭⣁⡛⠻⢽⣿⣿⣿⣿⢻⣿⣿⣿⣽⡧⡄⠄⠄⠄
⠄⠄⠄⠄⣼⣿⣿⣿⣿⣿⣿⣿⣿⣶⣌⡛⢿⣽⢘⣿⣷⣿⡻⠏⣛⣀⠄⠄
⠄⠄⠄⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣦⠙⡅⣿⠚⣡⣴⣿⣿⣿⡆⠄
⠄⠄⣰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⠄⣱⣾⣿⣿⣿⣿⣿⣿⠄
⠄⢀⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢸⣿⣿⣿⣿⣿⣿⣿⣿⠄
⠄⣸⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠣⣿⣿⣿⣿⣿⣿⣿⣿⣿⠄
⠄⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠿⠛⠑⣿⣮⣝⣛⠿⠿⣿⣿⣿⣿⠄
⢠⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣶⠄⠄⠄⠄⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⠄",True,3513
schinese,"请奖励这条评论，我还差2000点去买那些骚逼头像和背景，给我点赞牛子精灵会让你增长1cm，奖励我的人牛子增长10cm
.⠄⠄⣿⣿⣿⣿⠘⡿⢛⣿⣿⣿⣿⣿⣧⢻⣿⣿⠃⠸⣿⣿⣿⠄⠄⠄⠄⠄
⠄⠄⣿⣿⣿⣿⢀⠼⣛⣛⣭⢭⣟⣛⣛⣛⠿⠿⢆⡠⢿⣿⣿⠄⠄⠄⠄⠄
⠄⠄⠸⣿⣿⢣⢶⣟⣿⣖⣿⣷⣻⣮⡿⣽⣿⣻⣖⣶⣤⣭⡉⠄⠄⠄⠄⠄
⠄⠄⠄⢹⠣⣛⣣⣭⣭⣭⣁⡛⠻⢽⣿⣿⣿⣿⢻⣿⣿⣿⣽⡧⡄⠄⠄⠄
⠄⠄⠄⠄⣼⣿⣿⣿⣿⣿⣿⣿⣿⣶⣌⡛⢿⣽⢘⣿⣷⣿⡻⠏⣛⣀⠄⠄
⠄⠄⠄⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣦⠙⡅⣿⠚⣡⣴⣿⣿⣿⡆⠄
⠄⠄⣰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⠄⣱⣾⣿⣿⣿⣿⣿⣿⠄
⠄⢀⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢸⣿⣿⣿⣿⣿⣿⣿⣿⠄
⠄⣸⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠣⣿⣿⣿⣿⣿⣿⣿⣿⣿⠄
⠄⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠿⠛⠑⣿⣮⣝⣛⠿⠿⣿⣿⣿⣿⠄
⢠⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣶⠄⠄⠄⠄⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⠄",True,1112
english,"This game proves that the Chinese are actually willing to pay for quality products. They're not just a bunch of pirates and gacha addicts.

My wife’s boyfriend says this is just a Monkey skin for Jedi: Fallen Order/Survivor.

Reject humanity, embrace Monke.

Me Me buy MONKE Game.
Me Me Play MONKE Game.
Me Me like MONKE Game.

Man see Monke game.
Man buy Monke game.
Man play Monke game.
Monke Game Good
Man day dream about being Monke while at work.
MAN HAPPY!!
Man finish game - man miss Monke game.
Man Becomes Monke.
Monke
Together
STRONG!!!

RETURN TO MONKE

For Monk king!!!

ООН ООН ААН ААН

Monke loses to boss for 12th time
Monke gets frustrated
Monke learns from mistake
Monke gets good
Monke happy

Yes, this is the population of people who play this game. People who say 'monke' like it's f**king hysterical.

Can't believe this game is actually out now.
It took so long there were times where I thought it was just Vaporware but now finally we can return to Monke. As a European, I have to admit that Chinese mythology is beautiful. I spent 50 hours playing the game and was honestly amazed by the journey. I really enjoyed it, and above all... I felt that the developers made the game with attention to detail and, above all, with the players in mind. The sad thing about it is that just as with movies and shows, the industry will learn nothing from this. Instead of creating more quality games, they will continue the Ubisoft way.

Wukong is a very good game but I wouldn't say it's the top echelon of gaming by any means. Combat is great, story is really good (story is amazing if you've read the books), and the graphics are definitely top tier. The reason why its metrics are so high for concurrent player base is almost due to the Chinese audience. It's their folklore and myths reimagined into a video game. It's their historical myth come to life. It resonates deeply with them. It's the same thing with Red Dead Redemption 2 being so popular in the U.S as opposed to China or Korea. It's the U.S historical period. So it resonates with us more than it would them. Doesn't mean they won't enjoy it and the same is with Wukong. It's a really solid game. 

During its peak Steam player count, it had like 2m players… But like 90% of that was again from China. It very much is a 7/8 out of 10 game but a particular group of people made it their identity to champion really hard. It’s probably a bit overhyped but it’s a pretty good game. It’s not fully souls like, in terms of gameplay it’s probably closest to a slightly harder Star Wars Jedi Fallen Order/Survivor or an easier Nioh. It’s not a masterpiece, or groundbreaking, or really a top 20 game ever made or whatever. But it’s based off a super popular ancient Chinese story/myth that’s pretty embedded into the memories of lots of East Asian cultures. The graphics are really nice, it’s fun to play, it’s just one of those games that’s super popular. 

The lore and art is a 10/10 for me, if you're a fan of Xianxias/Journey to the West or Chinese mythos in general, you'll love the game, so many references and Chinese proverbs and every enemy in the game, even the most insignificant one gets a journal with lore of that enemy along with an incredibly well drawn art piece of them in the iconic ancient Chinese art style. Story enjoyment for this game really seems to hinge on your interest in the mythology. A big reason I got hooked on God of War back in the 00s was purely for that reason. This game turns that up to 11. I knew almost absolutely nothing about the legend behind the game, but this story played out incredibly for me. If you feel like youre not getting pulled into the lore/story enough, check out the journal. They really went into great depth with it. The post-chapter vignettes are also very well done and can be downright moving at times. If I hadn't waited until 2024 to play Sex with Hitler 3D, BM: Wukong would have been my favorite game of that year.

Black Myth Wukong is a pretty solid experience and should be celebrated for what it has accomplished, but it does have quite a few flaws that people are overlooking due to the hype surrounding it. I also think a lot of the hype is how it fully embraces Chinese mythology and makes it cool, as someone who’s wife’s boyfriend is half American-East Asian it’s not really something you see embraced and fawned over by Western culture a lot outside of like the usual Kung fu and Samurai stuff. Again it’s kind of like God of War, or Percy Jackson but for Chinese, I mean not fully but something similar. The Chinese market is GIGANTIC so I expected them to react very strongly, however I’m pleasantly surprised to see it embraced/hyped in the West too.

The game is not nearly as difficult as your average souls like outside a handful of bosses and some people do find the combat repetitive, I personally enjoyed it but I can’t deny that you’ll be pretty much doing the same moveset for the entire game. The game is pretty linear so the exploration isn't gonna really be there (there are some secrets here and there though). The bosses are great, this game has more bosses than any game of its size I've ever seen, and I enjoyed fighting every one of them. The boss design and diversity is also top notch, no two bosses are the same, you might find similarities in some of the minibosses but for the most part the game does a good job of making every encounter feel fresh. 

Although pretty basic, the combat played very well for me and it’s not a button masher whatsoever. It’s actually more of a learn the movements and strike when you can game. The total opposite of button masher. Definitely not a soulslike and more of a God of War. But also not as good as God of War more in the Stellar Blade tier of action games. It takes a little while to understand the combat for sure, but one big thing that helped me is to realize that each push of the attack button does one swing of the staff. So if you mash the button three times really quickly, he’ll swing the staff three times, but it can feel like his movements are delayed because by the time you’ve finished mashing attack, he’s still swinging. The better way is to time your button presses to his animations. So if you press the attack button once, wait until that first swing has almost resolved before pressing it again. Once you can feel the rhythm of the attacks, you won’t get caught being hit mid animation as much, and you’ll feel more in control / have a better understanding of the combat. Also, utilizing the different stances and their different power attacks is key.

I honestly can’t recommend it enough if you’re a fan of action games and/or “soulslikes.” It’s gorgeous and fluid with intense combat, incredible art direction and a pretty fun if difficult to follow story until you become more familiar with it. I'm looking forward to the sequel.

Man upvotes Monke game and hopes other Man upvote Man's happy review about playing Monke game.

I WANT TO BE MONKE

8/10",True,3033
