file_source,phenomenon,UID,pair_id,sentence_good,sentence_bad,correct_0.5B,correct_1.5B,both_correct,both_wrong,fixed,regression
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,242,她们卖给了吴太太十几条裤子，这位吉他手也是。,她们卖给了吴太太十几条裤子，这位吉他手也卖给了吴太太。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,243,我们寄给了杨大哥七条裤子，我们的姐姐也是。,我们寄给了杨大哥七条裤子，我们的姐姐也寄给了杨大哥。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,244,你们卖给了张婶九只袜子，她们的母亲也是。,你们卖给了张婶九只袜子，她们的母亲也卖给了张婶。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,245,我们送给了陈大姐两只手套，那四位父亲也是。,我们送给了陈大姐两只手套，那四位父亲也送给了陈大姐。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,246,她寄给了杨大哥六条被子，李四的领导也是。,她寄给了杨大哥六条被子，李四的领导也寄给了杨大哥。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,247,赵大爷买给了宋女士好几百张桌子，张先生的爸爸也是。,赵大爷买给了宋女士好几百张桌子，张先生的爸爸也买给了宋女士。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,248,刘先生借给了何太太九把椅子，你的上级也是。,刘先生借给了何太太九把椅子，你的上级也借给了何太太。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,249,何太太寄给了王五非常多只手套，那八位空姐也是。,何太太寄给了王五非常多只手套，那八位空姐也寄给了王五。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,250,我们借给了陈大姐四个玻璃珠，这两位演奏员也是。,我们借给了陈大姐四个玻璃珠，这两位演奏员也借给了陈大姐。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,251,她递给了王先生好几十张桌子，那位音乐家也是。,她递给了王先生好几十张桌子，那位音乐家也递给了王先生。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,252,我们递给了王五三张桌子，那个弟弟也是。,我们递给了王五三张桌子，那个弟弟也递给了王五。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,253,王姨送给了郑大妈三把椅子，这一位舞者也是。,王姨送给了郑大妈三把椅子，这一位舞者也送给了郑大妈。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,254,她卖给了王大娘非常多本教材，陈大姐的下属也是。,她卖给了王大娘非常多本教材，陈大姐的下属也卖给了王大娘。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,255,她卖给了王五十个充电器，那个记者也是。,她卖给了王五十个充电器，那个记者也卖给了王五。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,256,王姨卖给了王小姐六只手套，王姨的朋友也是。,王姨卖给了王小姐六只手套，王姨的朋友也卖给了王小姐。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,257,她们买给了张三好几十把椅子，我的上级也是。,她们买给了张三好几十把椅子，我的上级也买给了张三。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,258,你递给了李四许多个充电器，胡大爷的姐妹也是。,你递给了李四许多个充电器，胡大爷的姐妹也递给了李四。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,259,我卖给了刘先生十几个收音机，小明的父亲也是。,我卖给了刘先生十几个收音机，小明的父亲也卖给了刘先生。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,260,王大娘借给了李先生好几张桌子，郑大妈的姐妹也是。,王大娘借给了李先生好几张桌子，郑大妈的姐妹也借给了李先生。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,261,我们送给了小王两个充电器，这三位消费者也是。,我们送给了小王两个充电器，这三位消费者也送给了小王。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,262,她递给了周大妈非常多张桌子，你的上级也是。,她递给了周大妈非常多张桌子，你的上级也递给了周大妈。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,263,王五送给了郑大妈五只手套，这七位吉他手也是。,王五送给了郑大妈五只手套，这七位吉他手也送给了郑大妈。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,264,他们送给了刘先生八只袜子，那七位上级也是。,他们送给了刘先生八只袜子，那七位上级也送给了刘先生。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,265,郑大妈寄给了小王好几本教材，这位父亲也是。,郑大妈寄给了小王好几本教材，这位父亲也寄给了小王。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,266,他寄给了刘先生八只袜子，她们的女儿也是。,他寄给了刘先生八只袜子，她们的女儿也寄给了刘先生。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,267,我借给了胡大爷好几百个收音机，那位父亲也是。,我借给了胡大爷好几百个收音机，那位父亲也借给了胡大爷。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,268,张夫人买给了周大妈七条裤子，那个司机也是。,张夫人买给了周大妈七条裤子，那个司机也买给了周大妈。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,269,张先生递给了周大妈许多张桌子，陈大姐的母亲也是。,张先生递给了周大妈许多张桌子，陈大姐的母亲也递给了周大妈。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,270,你递给了李四五把椅子，那十个领导也是。,你递给了李四五把椅子，那十个领导也递给了李四。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,271,他买给了杨大哥十个收音机，那个顾客也是。,他买给了杨大哥十个收音机，那个顾客也买给了杨大哥。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,272,刘先生买给了王姨六条裤子，这三个工人也是。,刘先生买给了王姨六条裤子，这三个工人也买给了王姨。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,273,他们递给了杨大哥几本教材，王小姐的领导也是。,他们递给了杨大哥几本教材，王小姐的领导也递给了杨大哥。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,274,李太太寄给了小明九条被子，李四的学生也是。,李太太寄给了小明九条被子，李四的学生也寄给了小明。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,275,冯大哥递给了胡大爷三条裙子，吴太太的兄弟也是。,冯大哥递给了胡大爷三条裙子，吴太太的兄弟也递给了胡大爷。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,276,她借给了王大娘好几百把椅子，吴太太的女儿也是。,她借给了王大娘好几百把椅子，吴太太的女儿也借给了王大娘。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,277,你们借给了小王六张桌子，这两个顾客也是。,你们借给了小王六张桌子，这两个顾客也借给了小王。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,278,她送给了李四十张桌子，吴太太的领导也是。,她送给了李四十张桌子，吴太太的领导也送给了李四。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,279,李太太买给了张夫人好几百把椅子，这四个妹妹也是。,李太太买给了张夫人好几百把椅子，这四个妹妹也买给了张夫人。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,280,郑大妈递给了刘先生十张桌子，何太太的母亲也是。,郑大妈递给了刘先生十张桌子，何太太的母亲也递给了刘先生。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,281,小明卖给了周大妈两本教材，你的女儿也是。,小明卖给了周大妈两本教材，你的女儿也卖给了周大妈。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,282,徐小姐寄给了王先生一把椅子，这两位父亲也是。,徐小姐寄给了王先生一把椅子，这两位父亲也寄给了王先生。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,283,我送给了何太太几本教材，陈大姐的父亲也是。,我送给了何太太几本教材，陈大姐的父亲也送给了何太太。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,284,她卖给了李太太五个收音机，那三位领导也是。,她卖给了李太太五个收音机，那三位领导也卖给了李太太。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,285,你卖给了冯大哥八张桌子，那个领导也是。,你卖给了冯大哥八张桌子，那个领导也卖给了冯大哥。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,286,郑大妈递给了冯大哥三条裤子，另外四个工人也是。,郑大妈递给了冯大哥三条裤子，另外四个工人也递给了冯大哥。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,287,他们送给了陈大姐一只袜子，王大娘的爸爸也是。,他们送给了陈大姐一只袜子，王大娘的爸爸也送给了陈大姐。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,288,你递给了李四好几十只袜子，这五位员工也是。,你递给了李四好几十只袜子，这五位员工也递给了李四。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,289,他们买给了冯大哥六把椅子，我们的妈妈也是。,他们买给了冯大哥六把椅子，我们的妈妈也买给了冯大哥。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,290,她们寄给了李太太好几十个玻璃珠，你们的同事也是。,她们寄给了李太太好几十个玻璃珠，你们的同事也寄给了李太太。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,291,王先生借给了郑大妈十个开瓶器，冯大哥的妹妹也是。,王先生借给了郑大妈十个开瓶器，冯大哥的妹妹也借给了郑大妈。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,292,你借给了小王好几十把椅子，这位老板也是。,你借给了小王好几十把椅子，这位老板也借给了小王。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,293,你们卖给了王姨许多张桌子，她们的妈妈也是。,你们卖给了王姨许多张桌子，她们的妈妈也卖给了王姨。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,294,她送给了吴太太六本教材，她们的妈妈也是。,她送给了吴太太六本教材，她们的妈妈也送给了吴太太。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,295,张先生送给了张婶非常多本教材，我们的妈妈也是。,张先生送给了张婶非常多本教材，我们的妈妈也送给了张婶。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,296,我送给了张先生八张桌子，陈大姐的员工也是。,我送给了张先生八张桌子，陈大姐的员工也送给了张先生。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,297,王小姐寄给了赵大爷两条裙子，张三的妹妹也是。,王小姐寄给了赵大爷两条裙子，张三的妹妹也寄给了赵大爷。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,298,她们递给了小明四把椅子，另外九位父亲也是。,她们递给了小明四把椅子，另外九位父亲也递给了小明。,False,False,False,True,False,False
ellipsis_double_object.jsonl,ellipsis,ellipsis_double_object,299,我卖给了刘先生十条被子，另外八位服务员也是。,我卖给了刘先生十条被子，另外八位服务员也卖给了刘先生。,False,False,False,True,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,0,这非常多位母亲埋怨她们自己。,这非常多位母亲埋怨她自己。,True,False,False,False,False,True
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,1,这许多个哥哥更喜欢他们自己。,这许多个哥哥更喜欢他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,2,那几位母亲尊重她们自己。,那几位母亲尊重她自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,3,那十几位父亲更埋怨他们自己。,那十几位父亲更埋怨他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,4,那非常多位母亲非常反感她们自己。,那非常多位母亲非常反感她自己。,False,False,False,True,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,5,那好几个姐姐称赞了她们自己。,那好几个姐姐称赞了她自己。,False,False,False,True,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,6,这三个妹妹反感她们自己。,这三个妹妹反感她自己。,False,True,False,False,True,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,7,这五位母亲最厌恶她们自己。,这五位母亲最厌恶她自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,8,这十位母亲埋怨她们自己。,这十位母亲埋怨她自己。,True,False,False,False,False,True
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,9,这四位父亲支持他们自己。,这四位父亲支持他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,10,这两个妹妹最埋怨她们自己。,这两个妹妹最埋怨她自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,11,这几位父亲更厌恶他们自己。,这几位父亲更厌恶他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,12,那非常多个弟弟埋怨他们自己。,那非常多个弟弟埋怨他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,13,这五位父亲嘉奖了他们自己。,这五位父亲嘉奖了他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,14,这好几位母亲最反感她们自己。,这好几位母亲最反感她自己。,False,False,False,True,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,15,那三个姐姐赞赏她们自己。,那三个姐姐赞赏她自己。,False,False,False,True,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,16,这两个女儿很支持她们自己。,这两个女儿很支持她自己。,False,False,False,True,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,17,这九个女儿夸奖了她们自己。,这九个女儿夸奖了她自己。,True,False,False,False,False,True
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,18,那七位母亲埋怨她们自己。,那七位母亲埋怨她自己。,True,False,False,False,False,True
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,19,这好几百个弟弟很埋怨他们自己。,这好几百个弟弟很埋怨他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,20,那十位父亲夸奖了他们自己。,那十位父亲夸奖了他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,21,这八位母亲原谅了她们自己。,这八位母亲原谅了她自己。,True,False,False,False,False,True
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,22,那七位父亲照顾了他们自己。,那七位父亲照顾了他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,23,这十位母亲支持她们自己。,这十位母亲支持她自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,24,这两个儿子厌恶他们自己。,这两个儿子厌恶他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,25,那六个姐姐非常埋怨她们自己。,那六个姐姐非常埋怨她自己。,True,False,False,False,False,True
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,26,这许多个女儿尊重她们自己。,这许多个女儿尊重她自己。,False,False,False,True,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,27,那三位母亲反感她们自己。,那三位母亲反感她自己。,False,True,False,False,True,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,28,这十几位父亲表扬了他们自己。,这十几位父亲表扬了他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,29,那好几百位母亲非常尊重她们自己。,那好几百位母亲非常尊重她自己。,True,False,False,False,False,True
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,30,那九位父亲支持他们自己。,那九位父亲支持他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,31,这五个女儿支持她们自己。,这五个女儿支持她自己。,False,False,False,True,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,32,那三位父亲非常喜欢他们自己。,那三位父亲非常喜欢他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,33,那两位父亲有点支持他们自己。,那两位父亲有点支持他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,34,那两位父亲支持他们自己。,那两位父亲支持他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,35,这八位父亲很埋怨他们自己。,这八位父亲很埋怨他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,36,这十位父亲反感他们自己。,这十位父亲反感他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,37,这七位母亲称赞了她们自己。,这七位母亲称赞了她自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,38,那非常多位父亲诽谤了他们自己。,那非常多位父亲诽谤了他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,39,这十几位父亲嘉奖了他们自己。,这十几位父亲嘉奖了他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,40,那四位母亲有点厌恶她们自己。,那四位母亲有点厌恶她自己。,False,True,False,False,True,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,41,那四个女儿厌恶她们自己。,那四个女儿厌恶她自己。,True,False,False,False,False,True
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,42,那四位父亲嫌弃他们自己。,那四位父亲嫌弃他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,43,那好几十个儿子支持他们自己。,那好几十个儿子支持他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,44,这非常多个妹妹支持她们自己。,这非常多个妹妹支持她自己。,False,False,False,True,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,45,这许多位母亲更埋怨她们自己。,这许多位母亲更埋怨她自己。,True,False,False,False,False,True
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,46,这几位母亲尊重她们自己。,这几位母亲尊重她自己。,True,False,False,False,False,True
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,47,那四个姐姐提醒了她们自己。,那四个姐姐提醒了她自己。,False,False,False,True,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,48,这四个妹妹赞赏她们自己。,这四个妹妹赞赏她自己。,False,False,False,True,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,49,这十几个弟弟赞赏他们自己。,这十几个弟弟赞赏他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,50,那非常多位母亲有点厌恶她们自己。,那非常多位母亲有点厌恶她自己。,False,True,False,False,True,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,51,这十几位母亲非常埋怨她们自己。,这十几位母亲非常埋怨她自己。,True,False,False,False,False,True
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,52,那非常多个儿子提醒了他们自己。,那非常多个儿子提醒了他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,53,这四个女儿比较憎恨她们自己。,这四个女儿比较憎恨她自己。,True,False,False,False,False,True
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,54,那五位父亲控制了他们自己。,那五位父亲控制了他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,55,这四位母亲鼓励了她们自己。,这四位母亲鼓励了她自己。,True,False,False,False,False,True
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,56,那好几个儿子喜欢他们自己。,那好几个儿子喜欢他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,57,那九位父亲安慰了他们自己。,那九位父亲安慰了他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,58,那十位父亲憎恨他们自己。,那十位父亲憎恨他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,59,那十几个弟弟尊重他们自己。,那十几个弟弟尊重他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,60,这八位父亲非常喜欢他们自己。,这八位父亲非常喜欢他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,61,那非常多个弟弟欺骗了他们自己。,那非常多个弟弟欺骗了他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,62,这三个儿子有点支持他们自己。,这三个儿子有点支持他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,63,这几个姐姐嫌弃她们自己。,这几个姐姐嫌弃她自己。,True,False,False,False,False,True
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,64,这六个姐姐提醒了她们自己。,这六个姐姐提醒了她自己。,False,False,False,True,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,65,这三个儿子约束了他们自己。,这三个儿子约束了他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,66,那三位母亲比较反感她们自己。,那三位母亲比较反感她自己。,True,False,False,False,False,True
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,67,这好几位母亲伤害了她们自己。,这好几位母亲伤害了她自己。,False,True,False,False,True,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,68,这六位母亲尊重她们自己。,这六位母亲尊重她自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,69,那十几个妹妹喜欢她们自己。,那十几个妹妹喜欢她自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,70,那九个弟弟表扬了他们自己。,那九个弟弟表扬了他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,71,那十几个儿子称赞了他们自己。,那十几个儿子称赞了他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,72,这十几个姐姐约束了她们自己。,这十几个姐姐约束了她自己。,True,False,False,False,False,True
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,73,那五个姐姐控制了她们自己。,那五个姐姐控制了她自己。,True,False,False,False,False,True
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,74,那三个儿子非常喜欢他们自己。,那三个儿子非常喜欢他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,75,那七位母亲更憎恨她们自己。,那七位母亲更憎恨她自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,76,那六位母亲埋怨她们自己。,那六位母亲埋怨她自己。,True,False,False,False,False,True
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,77,那五位父亲非常埋怨他们自己。,那五位父亲非常埋怨他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,78,这十几位父亲嫌弃他们自己。,这十几位父亲嫌弃他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,79,这三位母亲比较埋怨她们自己。,这三位母亲比较埋怨她自己。,True,False,False,False,False,True
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,80,这几个哥哥称赞了他们自己。,这几个哥哥称赞了他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,81,那八个哥哥反感他们自己。,那八个哥哥反感他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,82,那五位父亲很厌恶他们自己。,那五位父亲很厌恶他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,83,那许多位父亲很赞赏他们自己。,那许多位父亲很赞赏他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,84,那许多位母亲厌恶她们自己。,那许多位母亲厌恶她自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,85,这九位父亲反感他们自己。,这九位父亲反感他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,86,那十位父亲比较喜欢他们自己。,那十位父亲比较喜欢他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,87,那许多个儿子反感他们自己。,那许多个儿子反感他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,88,这八位母亲憎恨她们自己。,这八位母亲憎恨她自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,89,这几个哥哥非常厌恶他们自己。,这几个哥哥非常厌恶他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,90,那九位母亲批评了她们自己。,那九位母亲批评了她自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,91,这三位母亲批评了她们自己。,这三位母亲批评了她自己。,True,False,False,False,False,True
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,92,那好几十位母亲很喜欢她们自己。,那好几十位母亲很喜欢她自己。,False,False,False,True,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,93,这三个哥哥赞赏他们自己。,这三个哥哥赞赏他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,94,这好几位母亲憎恨她们自己。,这好几位母亲憎恨她自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,95,这两位父亲提醒了他们自己。,这两位父亲提醒了他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,96,这许多位母亲埋怨她们自己。,这许多位母亲埋怨她自己。,True,False,False,False,False,True
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,97,这四位父亲有点嫌弃他们自己。,这四位父亲有点嫌弃他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,98,这八个弟弟嫌弃他们自己。,这八个弟弟嫌弃他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,99,这两个弟弟表扬了他们自己。,这两个弟弟表扬了他自己。,True,True,True,False,False,False
anaphor_number_agreement.jsonl,anaphor,anaphor_number_agreement,100,那五个姐姐有点喜欢她们自己。,那五个姐姐有点喜欢她自己。,False,False,False,True,False,False
